State Name,County Name,City Name,Date Local,AQI,PM2.5,County Code,Site Num,Latitude,Longitude,Local Site Name,Address,fips
California,Alameda,Livermore,2022-05-24,50.0,9.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-25,49.0,8.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-26,31.0,5.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-27,32.0,5.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-28,15.0,2.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-29,29.0,5.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-30,41.0,7.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-05-31,46.0,8.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-01,38.0,6.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-02,29.0,5.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-03,14.0,2.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-04,17.0,3.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-05,12.0,2.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-06,25.0,4.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-07,37.0,6.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-08,19.0,3.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-09,36.0,6.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-10,28.0,5.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-11,12.0,2.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-12,17.0,3.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-13,30.0,5.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-14,48.0,8.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-15,52.0,9.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-16,28.0,5.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-17,20.0,3.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-18,22.0,4.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-19,22.0,4.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-20,34.0,6.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-21,27.0,4.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-22,47.0,8.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-23,44.0,7.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-24,44.0,8.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-25,51.0,9.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-26,47.0,8.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-27,38.0,6.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-28,32.0,5.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-29,41.0,7.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-06-30,41.0,7.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-01,34.0,6.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-02,19.0,3.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-03,16.0,2.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-04,25.0,4.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-05,51.0,9.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-06,15.0,2.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-07,12.0,2.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-08,18.0,3.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-09,22.0,4.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-10,31.0,5.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-11,32.0,5.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-12,28.0,5.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-13,19.0,3.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-14,43.0,7.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-15,42.0,7.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-16,30.0,5.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-17,47.0,8.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-18,54.0,10.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-19,47.0,8.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-20,33.0,6.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-21,25.0,4.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-22,40.0,7.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-23,34.0,6.2,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-24,38.0,6.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-25,24.0,4.4,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-26,28.0,5.0,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-27,14.0,2.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-28,17.0,3.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-29,20.0,3.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-30,20.0,3.6,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-07-31,14.0,2.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-01,27.0,4.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-02,35.0,6.3,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-03,23.0,4.1,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-04,52.0,9.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-05,32.0,5.7,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-06,25.0,4.5,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-07,27.0,4.8,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
California,Alameda,Livermore,2022-08-08,22.0,3.9,1,7,37.687526,-121.784217,Livermore,793 Rincon Ave.,06001
